07041	4	14	3	20	1	3	4	7	15	2	2	19	7	8	5	16	17	5	14	2	1	22	9	16	1	13	3	1	12	13	4	3	11	5	35	1	5	8	1	21	10	2	8	3	13	2	4
07042	5	15	1	21	2	4	7	8	16	10	3	20	8	9	6	1	1	6	15	3	2	22	10	17	2	14	4	2	13	14	31	4	12	6	35	1	6	9	2	5	6	3	1	4	14	3	5
07043	6	16	2	4	3	5	1	9	9	1	4	21	9	10	7	2	2	7	16	4	3	22	11	24	3	15	5	3	14	15	31	5	13	7	1	2	2	10	3	1	6	4	2	5	15	4	6
07044	7	17	3	4	5	6	7	10	1	2	5	12	10	11	8	3	3	8	17	5	4	1	12	1	4	26	6	4	15	16	1	6	14	8	2	1	1	11	4	2	1	5	3	6	10	5	7
07045	8	18	4	1	1	7	1	11	9	3	6	1	11	12	9	16	4	9	18	20	5	2	13	2	5	26	7	5	16	17	2	7	15	9	35	1	2	12	5	3	2	6	4	7	1	11	12
07046	9	19	5	4	2	8	2	12	1	4	7	2	12	13	10	16	5	18	19	1	6	3	23	3	6	1	8	6	17	30	3	8	16	10	1	1	3	13	6	4	3	7	5	8	10	1	1
07047	1	20	6	1	3	6	3	13	2	5	8	3	13	14	15	1	6	1	19	2	7	4	1	4	7	2	9	7	18	1	4	9	17	11	35	1	2	14	7	5	4	8	6	9	1	2	2
07048	1	21	7	2	4	1	4	8	3	6	9	4	14	15	1	2	7	2	1	3	8	5	2	5	25	26	10	8	29	2	5	10	18	12	35	2	1	15	8	6	6	9	8	1	2	3	3
07049	2	22	8	3	5	2	5	1	9	10	10	5	15	16	15	3	17	3	2	4	9	6	3	6	1	1	11	9	1	3	6	32	19	13	1	3	2	16	4	7	6	10	1	2	3	4	4
07050	3	23	9	4	6	3	6	2	1	1	11	6	13	17	1	4	1	4	3	5	21	22	4	7	2	2	12	10	2	30	7	1	20	14	35	1	3	17	1	8	1	11	2	3	4	11	5
07051	4	24	3	5	7	4	7	3	2	2	12	7	1	18	2	5	2	5	4	6	1	1	5	24	3	3	13	28	3	1	8	2	21	15	35	1	4	18	2	9	2	12	8	4	5	11	6
07052	1	25	1	6	8	5	1	4	3	3	13	8	2	14	3	6	3	6	5	7	2	2	6	1	4	4	14	1	29	2	9	32	33	16	1	2	5	19	3	5	3	13	1	5	10	1	7
07053	1	26	2	7	9	6	2	5	4	4	11	9	3	1	4	16	4	7	19	8	21	3	7	2	25	5	15	2	1	3	10	1	1	17	2	1	6	20	4	1	4	14	2	6	10	2	8
07054	2	27	3	4	10	7	3	6	5	10	1	10	4	2	5	1	5	8	19	9	1	4	8	3	1	6	16	3	29	4	11	2	2	34	3	1	7	3	5	2	6	15	3	7	1	3	9
07055	3	28	4	1	11	8	4	7	6	10	2	11	5	3	6	16	6	9	1	10	2	5	9	24	2	7	17	4	1	5	31	3	33	1	4	2	8	1	6	3	1	7	4	8	10	4	10
07056	4	29	5	4	12	9	5	8	7	1	11	12	6	4	7	1	17	10	2	20	21	6	10	1	3	8	18	5	2	6	1	4	1	2	5	3	9	2	7	5	2	1	5	9	1	5	11
07057	5	30	6	1	13	10	6	9	8	2	1	13	7	14	8	16	1	11	3	1	1	7	11	2	4	9	19	6	3	30	2	32	2	3	35	4	10	3	8	1	6	7	6	1	2	6	12
07058	6	31	7	2	14	11	7	8	9	3	2	14	8	1	9	1	2	12	4	2	21	8	12	3	25	10	20	28	4	1	3	1	33	4	1	5	2	4	9	2	6	1	7	2	3	7	13
07059	7	32	8	4	15	12	8	1	10	4	3	15	9	2	15	2	3	13	5	3	1	9	23	4	1	11	21	1	5	2	31	2	33	5	2	6	1	3	10	3	1	2	8	9	4	8	14
07060	8	33	9	1	16	13	9	2	11	5	4	12	13	3	1	3	4	14	6	4	2	10	1	5	2	12	22	2	29	30	31	3	1	6	3	7	2	1	4	4	2	7	9	1	5	9	15
07061	9	2	10	2	17	14	10	3	12	10	5	1	1	4	2	4	5	15	19	5	3	11	2	6	3	13	23	28	29	1	1	4	2	7	4	8	2	2	1	5	3	1	10	9	6	10	16
07062	1	1	11	4	18	15	11	4	13	10	6	2	2	14	3	5	6	16	1	6	4	12	3	7	4	14	24	1	29	2	2	5	3	8	5	9	1	3	2	6	4	2	11	1	7	11	12
07063	1	2	12	1	19	16	12	5	14	10	7	3	3	1	4	6	7	17	2	7	5	13	4	8	5	15	25	2	1	3	31	6	33	34	35	10	2	4	3	7	5	7	12	2	8	1	12
07064	2	2	13	2	20	17	13	6	15	1	8	4	4	2	5	16	8	18	3	8	6	14	5	9	6	16	26	3	2	4	1	32	33	1	35	11	3	5	4	5	6	1	13	3	10	2	1
07065	3	1	14	3	21	18	14	7	16	2	9	5	5	3	6	1	9	19	19	20	7	15	6	24	7	17	27	4	29	5	31	1	1	2	1	12	4	6	5	1	7	2	14	9	10	3	2
07066	4	2	15	4	22	19	7	8	17	3	10	6	6	4	7	2	10	20	19	1	8	16	7	24	8	18	28	5	1	6	1	2	2	3	2	13	5	7	6	2	8	7	15	1	1	4	12
07067	5	3	16	1	23	20	1	1	18	4	11	7	7	5	8	3	11	18	1	2	9	17	8	1	25	19	29	6	2	30	31	3	3	4	3	14	6	8	4	3	9	1	16	9	2	5	1
07068	6	4	17	4	24	21	2	2	9	5	1	8	13	14	9	4	12	1	2	3	10	18	9	2	1	20	30	7	3	1	1	4	33	5	4	15	7	9	1	4	6	2	17	1	10	6	2
07069	7	2	18	1	25	22	3	3	1	6	2	9	13	1	10	16	13	2	3	4	21	19	10	3	2	21	31	8	4	2	2	5	1	6	35	1	8	10	2	5	1	3	18	2	1	7	3
07070	8	1	19	2	26	23	7	4	2	7	3	10	1	2	11	1	14	3	4	5	1	20	11	4	3	26	32	9	29	30	3	6	2	7	35	1	9	3	4	1	2	4	19	3	2	8	4
07071	9	2	20	3	27	24	1	5	3	10	4	11	2	3	12	2	15	4	5	6	2	22	12	5	4	1	33	10	1	1	4	32	33	8	35	1	10	1	1	2	3	7	20	4	3	9	5
07072	10	3	21	4	28	25	2	6	4	1	5	12	3	4	13	3	16	5	6	7	21	1	13	24	5	26	27	11	2	2	5	1	33	9	1	1	11	2	2	5	4	1	21	5	4	10	6
07073	11	4	22	4	5	26	3	7	9	2	6	12	4	5	14	4	17	6	7	8	1	2	23	1	6	1	1	12	3	3	6	2	1	10	2	1	2	3	3	1	5	2	22	6	5	11	7
07074	12	5	23	1	1	27	4	8	1	3	7	1	5	6	15	16	17	7	8	9	2	3	23	24	7	2	2	13	4	4	31	3	2	11	3	2	1	4	4	5	6	3	23	7	10	1	8
07075	13	6	24	2	5	28	5	9	2	4	11	2	6	7	16	1	1	8	9	20	3	4	1	1	8	3	3	14	5	30	1	32	3	12	4	3	2	5	5	1	7	7	24	8	1	11	9
07076	14	2	25	3	1	29	6	10	9	5	1	12	7	8	15	2	2	9	10	1	4	5	2	2	9	4	4	15	6	1	31	1	4	13	5	4	3	6	6	2	8	1	25	9	10	1	10
07077	15	1	26	4	2	6	7	11	1	6	2	12	13	9	1	3	3	10	11	2	5	6	3	24	10	5	5	16	7	2	1	2	5	14	6	1	4	7	4	3	9	2	26	1	1	2	11
07078	16	2	27	1	3	1	8	12	9	7	3	12	1	14	2	4	4	11	12	3	6	22	23	1	11	6	6	17	8	3	2	3	6	15	7	1	2	8	1	4	10	3	27	2	2	3	12
07079	17	3	28	2	4	6	9	13	9	8	4	1	2	1	3	5	5	12	13	4	7	1	1	2	25	26	7	18	9	4	31	4	7	16	8	1	2	9	2	5	11	4	8	3	3	4	13
07080	1	4	29	3	5	1	10	14	1	9	5	2	3	2	15	6	6	13	14	20	8	2	2	3	25	1	27	19	10	5	1	5	8	17	9	2	1	10	3	5	12	5	1	4	10	5	14
07081	1	5	30	4	6	6	11	15	2	10	6	3	4	3	1	7	7	18	15	20	9	22	3	4	1	2	1	20	11	6	2	6	9	18	35	3	2	11	4	1	13	6	2	9	1	6	15
07082	2	6	3	5	5	1	12	16	3	11	7	4	5	14	2	8	8	1	16	1	10	1	4	5	2	3	2	21	12	7	3	7	33	34	1	4	3	12	1	2	14	7	8	1	2	7	16
07083	1	7	1	6	5	2	13	17	4	12	8	5	6	1	3	9	9	2	17	20	21	2	5	24	3	4	3	22	13	8	4	8	1	1	2	5	4	3	4	3	15	1	1	2	3	8	17
07084	1	8	2	7	5	3	14	18	5	13	11	6	7	2	4	10	10	18	18	1	1	3	6	1	4	5	4	23	29	9	5	9	2	34	3	6	5	1	1	4	16	2	2	3	10	11	18
07085	2	9	3	8	1	4	15	19	6	14	1	7	8	3	5	11	17	1	19	2	2	4	7	24	5	6	5	28	29	10	6	10	33	1	4	7	2	2	2	5	17	3	3	4	1	1	19
07086	3	10	4	9	2	5	16	20	7	15	2	8	9	14	6	12	1	18	19	3	3	5	8	1	6	26	6	28	1	11	7	11	1	2	5	8	1	3	3	1	18	4	4	9	2	2	20
07087	4	11	5	10	3	6	17	8	8	16	3	9	10	1	7	13	2	18	1	4	4	6	9	2	7	1	7	1	2	30	31	12	33	3	6	9	2	1	4	2	19	5	5	9	3	3	21
07088	5	12	6	11	4	7	18	1	9	17	4	10	11	2	8	14	17	18	2	5	21	7	23	3	8	2	8	2	3	1	1	13	33	4	7	10	3	2	1	3	6	6	6	1	10	4	22
07089	6	13	7	12	5	8	19	8	10	18	5	11	13	3	9	15	1	1	3	6	1	8	1	24	9	3	9	3	4	30	2	14	1	34	8	1	4	3	2	4	1	7	7	2	1	5	12
07090	7	14	8	4	6	9	20	1	11	19	6	12	1	4	10	16	2	2	4	20	2	9	2	24	10	4	10	4	5	1	31	15	33	1	9	1	5	4	3	5	2	8	8	9	2	6	12
07091	8	15	9	1	7	10	7	2	12	20	7	12	2	5	11	17	3	3	5	1	3	10	3	1	11	26	11	5	6	2	31	32	1	2	10	2	6	3	4	6	3	9	8	1	3	7	1
07092	9	16	10	2	8	6	1	3	13	21	8	1	3	6	12	18	4	4	19	2	4	11	4	2	12	1	27	28	29	3	1	1	2	3	11	3	7	1	5	7	6	10	1	2	10	8	2
07093	10	17	11	3	9	6	2	8	14	22	9	2	4	7	13	16	5	5	1	3	5	12	5	3	25	2	27	1	1	4	2	2	3	4	12	4	8	2	6	8	1	11	8	3	1	9	12
08001	1	2	12	4	10	1	3	1	15	23	11	3	5	8	14	1	6	6	2	4	6	13	6	4	1	3	1	2	2	5	3	3	4	34	35	5	9	3	7	9	2	12	1	4	10	10	1
08002	1	1	13	5	11	2	4	2	16	24	1	12	6	9	15	2	7	7	3	5	7	14	7	24	2	4	2	3	3	6	31	32	5	1	1	6	10	1	8	10	3	13	2	5	10	11	12
08003	1	2	14	6	12	3	5	3	17	25	11	1	13	10	16	3	8	8	4	6	8	15	8	1	3	5	3	4	4	7	1	32	6	2	35	7	2	2	9	11	4	7	3	6	1	12	1
08004	1	3	15	7	13	4	6	4	9	26	1	2	1	11	17	4	9	9	5	7	9	22	9	24	4	6	4	5	5	8	31	1	33	3	1	8	1	3	10	12	5	1	8	9	2	13	2
08005	2	4	16	8	14	5	7	5	1	27	2	3	2	12	18	5	10	18	6	8	10	1	10	1	25	7	5	6	29	9	31	2	1	34	2	9	2	4	11	13	6	2	1	9	10	14	3
08006	3	5	17	9	15	6	8	6	2	10	3	12	3	13	19	6	11	1	7	9	11	2	11	2	1	26	6	7	29	10	1	3	2	34	3	10	3	5	12	5	7	7	2	1	1	15	4
08007	4	6	3	4	5	7	9	7	3	1	4	12	4	14	20	7	12	2	8	10	12	3	12	3	2	1	7	28	1	11	2	4	3	1	4	11	4	3	13	1	8	1	3	2	2	16	12
08008	5	2	1	1	1	6	10	8	4	2	5	1	5	15	21	8	17	3	9	11	13	4	13	4	3	2	8	1	2	12	3	32	4	2	5	12	5	1	14	2	9	2	8	9	3	17	1
08009	6	1	2	4	2	1	11	8	5	3	6	12	6	16	22	9	1	4	10	12	14	5	14	24	4	3	9	2	3	30	4	1	5	3	6	13	6	2	15	5	10	3	8	1	4	18	2
08010	7	2	3	1	3	6	12	1	6	4	7	1	7	17	23	10	2	5	11	13	15	6	23	24	5	4	27	3	29	1	5	2	6	4	7	14	7	3	16	1	6	4	8	2	5	19	3
08011	8	3	4	2	4	1	13	2	7	5	8	2	8	14	24	11	3	6	12	20	16	22	1	24	6	5	27	4	1	2	6	3	7	5	8	15	8	4	17	2	1	7	1	3	10	20	4
08012	9	2	5	3	5	2	14	3	8	10	9	3	9	1	25	12	4	7	13	1	17	1	2	1	7	6	1	5	29	3	7	32	8	6	35	16	2	3	18	3	2	1	2	4	1	21	5
08013	1	1	6	4	6	3	15	4	9	1	11	4	10	2	26	13	5	8	19	2	18	22	3	2	8	7	2	6	1	4	8	1	9	7	35	17	1	1	19	5	3	2	3	9	2	22	6
08014	1	2	7	4	7	4	7	5	10	10	1	5	11	3	27	14	6	9	1	3	19	1	4	3	9	8	3	28	2	5	9	2	10	34	1	1	2	2	20	1	6	3	4	1	3	23	7
08015	2	3	8	1	8	5	1	6	9	1	2	6	12	4	28	15	7	18	2	20	20	2	5	4	10	9	27	1	3	6	10	3	33	1	2	1	3	3	21	2	6	4	5	9	4	24	8
08016	3	4	9	2	9	6	2	8	1	10	11	7	13	5	29	16	17	1	19	1	21	3	6	5	11	10	1	2	4	7	11	4	1	2	3	2	4	4	22	3	6	5	6	9	5	25	9
08017	4	2	10	3	10	7	3	1	2	1	1	8	14	14	30	17	1	2	1	2	22	4	7	6	25	11	2	3	29	8	12	32	2	3	4	1	5	5	23	4	6	6	7	1	6	26	10
08018	5	1	3	4	11	6	7	2	3	2	11	9	15	1	31	18	2	3	2	3	23	5	8	7	1	12	3	4	1	30	13	1	3	4	5	1	2	3	24	5	1	7	8	2	7	27	11
08019	6	2	1	5	12	1	1	8	4	3	1	10	16	2	32	19	3	4	3	4	24	6	9	24	25	13	4	5	29	1	31	2	4	5	6	2	1	1	4	5	2	8	9	3	8	28	12
08020	7	3	2	4	5	2	2	1	5	4	2	11	17	3	15	20	17	5	4	5	25	7	10	1	1	14	5	6	1	2	1	3	33	6	7	3	2	2	4	1	3	9	8	4	9	29	13
08021	8	4	3	1	5	3	3	2	6	10	3	12	13	4	1	21	1	6	5	6	21	8	11	24	2	15	6	7	2	3	2	4	1	7	8	4	3	3	4	2	4	10	1	9	10	30	14
08022	9	5	4	2	1	4	4	3	9	1	4	12	13	5	2	22	2	7	6	7	1	9	12	1	25	16	7	8	3	4	31	5	2	8	9	5	4	4	1	3	5	11	8	1	10	31	15
08023	10	6	5	3	2	6	5	4	1	2	5	1	1	6	3	23	3	8	7	8	2	10	13	2	1	26	8	9	4	5	31	32	3	34	10	6	5	5	2	4	6	7	1	2	10	32	16
08024	11	7	6	4	3	1	6	8	2	3	6	12	2	7	4	24	17	9	8	20	3	11	14	3	2	1	9	10	5	30	1	1	4	1	11	1	2	6	3	5	7	1	2	3	1	33	17
08025	12	8	7	5	4	6	7	1	3	10	7	12	3	8	15	25	1	10	9	1	4	12	15	4	3	2	10	28	6	1	2	2	5	2	12	1	1	7	4	6	8	2	3	4	2	34	12
08026	1	9	8	6	5	1	8	2	4	1	8	1	4	9	1	26	2	11	10	2	21	22	16	24	25	3	11	1	7	2	3	3	6	3	13	2	2	8	1	7	9	3	8	5	10	35	1
08027	1	10	9	7	5	2	9	3	5	2	9	2	5	10	2	27	17	12	11	3	1	1	23	1	1	4	12	2	8	3	31	32	7	4	14	3	3	9	4	8	10	4	8	6	1	36	2
08028	2	11	3	8	1	3	10	4	6	3	11	3	6	11	3	28	17	13	19	4	2	2	1	2	2	26	13	3	9	4	1	1	8	5	15	4	4	10	1	9	11	7	1	7	2	37	12
08029	3	12	1	9	2	6	11	5	7	4	11	4	7	12	4	29	1	18	1	5	3	3	2	3	3	1	14	4	29	30	2	2	9	6	16	5	5	11	4	10	12	1	2	8	3	11	1
08030	4	13	3	10	3	1	12	6	8	5	1	5	8	13	5	30	2	1	2	6	21	4	23	4	4	26	15	5	1	1	3	3	10	7	35	6	6	12	1	5	13	2	8	9	4	1	2
08031	5	14	1	11	4	2	13	7	9	6	2	6	9	14	6	31	3	2	3	20	1	5	23	5	5	1	27	28	2	2	4	4	11	8	1	7	2	13	4	1	14	3	1	10	5	2	3
08032	6	15	3	12	5	3	14	8	9	7	3	7	10	1	7	32	4	3	19	1	2	6	1	6	6	2	27	1	3	3	5	5	33	9	2	8	1	14	1	2	15	4	2	9	10	3	4
08033	7	16	3	13	6	4	15	9	1	10	4	8	11	2	8	33	5	4	1	2	21	7	23	7	7	3	1	2	4	30	6	6	1	10	3	1	2	15	2	3	16	5	3	9	1	4	5
08034	8	17	1	14	7	6	7	10	2	1	5	9	12	3	9	34	6	18	2	3	1	8	1	8	8	4	2	3	5	1	7	7	2	34	35	1	3	16	3	5	17	6	4	1	10	5	6
08035	9	2	2	15	8	1	1	11	3	2	6	12	13	4	10	35	7	1	3	4	2	9	2	9	9	5	3	4	29	30	8	8	3	1	1	2	4	17	4	5	18	7	5	2	1	6	7
08036	10	1	3	16	9	2	2	12	9	3	7	1	1	5	11	36	8	2	19	5	3	22	3	10	10	6	4	5	1	30	9	32	4	2	2	1	5	18	5	1	19	1	6	3	10	7	8
08037	11	2	4	17	10	3	3	13	1	4	11	2	2	6	12	37	9	3	1	20	4	1	4	24	11	7	5	6	2	1	31	1	5	3	35	1	6	19	4	2	20	2	7	4	10	8	9
08038	12	3	5	18	11	4	4	14	2	5	1	12	13	7	13	38	10	4	19	1	5	2	5	1	12	8	6	7	3	2	1	32	33	4	1	2	2	20	1	3	21	3	8	5	10	9	10
08039	13	4	6	19	12	5	7	15	3	6	11	1	1	8	15	39	11	5	1	2	6	3	6	2	13	9	27	8	4	3	2	1	1	5	35	3	1	21	4	4	22	7	9	6	1	10	11
08040	14	5	7	4	13	6	1	8	4	7	1	2	2	9	1	40	12	6	19	3	7	22	7	3	14	10	1	9	29	4	3	2	2	6	1	4	2	22	1	5	23	1	8	7	2	11	12
08041	15	6	8	1	14	7	7	1	5	8	2	3	3	10	2	41	17	7	1	4	21	22	8	4	15	11	2	28	1	5	4	3	3	7	2	5	3	23	2	5	24	2	1	8	10	1	13
08042	16	7	9	2	5	8	1	2	6	10	3	4	13	11	3	42	1	8	2	5	1	1	9	5	16	12	3	1	2	6	5	32	4	8	35	6	4	24	4	5	25	3	2	9	1	2	14
08043	17	8	10	3	5	9	2	8	7	10	4	5	1	12	4	43	2	9	3	6	2	2	10	6	17	13	4	2	3	7	31	1	33	9	1	7	2	25	4	1	26	4	3	10	2	3	15
08044	18	2	11	4	1	10	3	1	8	1	5	6	2	13	5	44	3	10	4	7	21	3	23	7	18	14	27	3	4	8	1	32	1	10	2	8	1	26	1	2	27	5	4	11	10	11	16
08045	19	1	12	5	2	11	4	2	9	2	6	7	3	14	6	45	4	11	5	8	1	4	1	8	19	15	1	4	5	9	2	32	33	34	35	9	2	27	4	3	28	6	5	12	1	1	17
08046	20	2	13	6	3	12	5	3	10	3	11	8	4	1	7	46	5	12	6	9	2	5	2	9	25	26	27	5	6	10	3	1	1	1	35	10	1	28	1	4	29	7	8	13	2	2	18
08047	21	3	14	7	4	13	6	4	11	4	1	12	5	2	8	47	6	18	7	10	3	22	23	10	1	1	1	6	7	30	4	2	2	2	1	11	2	29	2	5	6	1	1	14	3	3	12
08048	1	4	15	8	5	14	7	5	12	5	2	1	13	3	9	48	7	1	8	11	4	22	1	11	25	2	27	7	8	1	5	3	3	3	2	12	2	30	3	6	1	2	2	15	10	4	1
08049	1	5	16	9	6	15	8	6	13	6	11	2	1	14	10	49	8	2	9	12	5	1	2	12	1	3	1	28	9	30	6	4	4	4	3	13	1	3	4	7	2	3	3	16	10	5	2
08050	1	6	17	10	5	16	9	7	14	7	11	3	2	1	11	50	9	3	10	13	6	2	3	13	2	26	27	1	10	1	7	5	5	5	4	14	2	3	5	8	3	7	4	17	1	6	3
08051	1	7	18	11	1	17	7	8	9	8	11	4	3	2	12	51	10	4	11	14	7	3	4	14	3	1	1	2	11	2	8	6	33	6	5	15	3	3	6	9	4	1	5	18	2	11	4
